cell_id	celltype	UMI_number	gene_number	individual	tissue	population	cluster	redefined_cluster
BNK_spBM1_L1_bar25	BNK	24487	1864	spBM1	spBM	sp	HSPC_C8	B-NK2
BNK_spBM1_L1_bar26	BNK	61955	2047	spBM1	spBM	sp	HSPC_C8	B-NK2
BNK_spBM1_L1_bar27	BNK	124347	3858	spBM1	spBM	sp	HSPC_C9	G2M
BNK_spBM1_L1_bar28	BNK	8138	1471	spBM1	spBM	sp	HSPC_C8	B-NK2
BNK_spBM1_L1_bar29	BNK	53610	2084	spBM1	spBM	sp	HSPC_C8	B-NK2
BNK_spBM1_L1_bar30	BNK	33571	2036	spBM1	spBM	sp	HSPC_C8	B-NK2
BNK_spBM1_L1_bar31	BNK	6236	1592	spBM1	spBM	sp	HSPC_C8	B-NK2
BNK_spBM1_L1_bar32	BNK	141055	4856	spBM1	spBM	sp	HSPC_C7	B-NK1
BNK_spBM1_L1_bar33	BNK	91970	4443	spBM1	spBM	sp	HSPC_C7	B-NK1
BNK_spBM1_L1_bar35	BNK	63803	4102	spBM1	spBM	sp	HSPC_C9	G2M
BNK_spBM1_L1_bar36	BNK	88615	4798	spBM1	spBM	sp	HSPC_C7	B-NK1
BNK_spBM1_L1_bar37	BNK	179168	5009	spBM1	spBM	sp	HSPC_C9	G2M
BNK_spBM1_L1_bar38	BNK	228560	4751	spBM1	spBM	sp	HSPC_C7	B-NK1
BNK_spBM1_L1_bar40	BNK	174263	4364	spBM1	spBM	sp	HSPC_C7	B-NK1
BNK_spBM1_L1_bar42	BNK	52409	2415	spBM1	spBM	sp	HSPC_C8	B-NK2
BNK_spBM1_L1_bar44	BNK	49604	3834	spBM1	spBM	sp	HSPC_C9	G2M
BNK_spBM1_L1_bar45	BNK	49277	3033	spBM1	spBM	sp	HSPC_C6	MLP
BNK_spBM1_L1_bar46	BNK	19355	3698	spBM1	spBM	sp	HSPC_C9	G2M
BNK_spBM1_L1_bar47	BNK	55721	2450	spBM1	spBM	sp	HSPC_C8	B-NK2
BNK_spBM1_L1_bar48	BNK	125555	4973	spBM1	spBM	sp	HSPC_C7	B-NK1
BNK_spBM1_L2_bar49	BNK	118631	5694	spBM1	spBM	sp	HSPC_C7	B-NK1
BNK_spBM1_L2_bar50	BNK	24479	3009	spBM1	spBM	sp	HSPC_C8	B-NK2
BNK_spBM1_L2_bar52	BNK	166416	5275	spBM1	spBM	sp	HSPC_C9	G2M
BNK_spBM1_L2_bar53	BNK	49928	3742	spBM1	spBM	sp	HSPC_C7	B-NK1
BNK_spBM1_L2_bar56	BNK	10037	2177	spBM1	spBM	sp	HSPC_C8	B-NK2
BNK_spBM1_L2_bar57	BNK	81067	4151	spBM1	spBM	sp	HSPC_C7	B-NK1
BNK_spBM1_L2_bar59	BNK	27268	3665	spBM1	spBM	sp	HSPC_C9	G2M
BNK_spBM1_L2_bar61	BNK	56176	2482	spBM1	spBM	sp	HSPC_C8	B-NK2
BNK_spBM1_L2_bar62	BNK	150281	4127	spBM1	spBM	sp	HSPC_C9	G2M
BNK_spBM1_L2_bar63	BNK	176494	4275	spBM1	spBM	sp	HSPC_C7	B-NK1
BNK_spBM1_L3_bar65	BNK	75624	3838	spBM1	spBM	sp	HSPC_C9	G2M
BNK_spBM1_L3_bar66	BNK	79125	3876	spBM1	spBM	sp	HSPC_C7	B-NK1
BNK_spBM1_L3_bar67	BNK	155779	4842	spBM1	spBM	sp	HSPC_C7	B-NK1
BNK_spBM1_L3_bar68	BNK	65009	2959	spBM1	spBM	sp	HSPC_C8	B-NK2
BNK_spBM1_L3_bar69	BNK	20128	2548	spBM1	spBM	sp	HSPC_C8	B-NK2
BNK_spBM1_L3_bar70	BNK	134227	3932	spBM1	spBM	sp	HSPC_C7	B-NK1
BNK_spBM1_L3_bar71	BNK	40233	1685	spBM1	spBM	sp	HSPC_C8	B-NK2
BNK_spBM1_L3_bar72	BNK	38493	2599	spBM1	spBM	sp	HSPC_C7	B-NK1
BNK_spBM1_L3_bar74	BNK	121217	3287	spBM1	spBM	sp	HSPC_C9	G2M
BNK_spBM1_L3_bar75	BNK	32026	2577	spBM1	spBM	sp	HSPC_C8	B-NK2
BNK_spBM1_L3_bar77	BNK	214314	3828	spBM1	spBM	sp	HSPC_C7	B-NK1
BNK_spBM1_L3_bar78	BNK	84351	4036	spBM1	spBM	sp	HSPC_C7	B-NK1
BNK_spBM1_L3_bar79	BNK	207583	3896	spBM1	spBM	sp	HSPC_C6	MLP
BNK_spBM1_L3_bar80	BNK	46601	1619	spBM1	spBM	sp	HSPC_C7	B-NK1
BNK_spBM1_L4_bar81	BNK	14136	2187	spBM1	spBM	sp	HSPC_C8	B-NK2
BNK_spBM1_L4_bar82	BNK	51377	4485	spBM1	spBM	sp	HSPC_C9	G2M
BNK_spBM1_L4_bar83	BNK	20632	2132	spBM1	spBM	sp	HSPC_C8	B-NK2
BNK_spBM1_L4_bar84	BNK	45107	2200	spBM1	spBM	sp	HSPC_C8	B-NK2
BNK_spBM1_L4_bar86	BNK	73575	2167	spBM1	spBM	sp	HSPC_C8	B-NK2
BNK_spBM1_L4_bar87	BNK	46296	3139	spBM1	spBM	sp	HSPC_C7	B-NK1
BNK_spBM1_L4_bar88	BNK	14717	2206	spBM1	spBM	sp	HSPC_C8	B-NK2
BNK_spBM1_L4_bar89	BNK	77256	1911	spBM1	spBM	sp	HSPC_C8	B-NK2
BNK_spBM1_L4_bar90	BNK	8409	1989	spBM1	spBM	sp	HSPC_C8	B-NK2
BNK_spBM1_L4_bar91	BNK	15661	2237	spBM1	spBM	sp	HSPC_C8	B-NK2
BNK_spBM1_L4_bar92	BNK	105758	4058	spBM1	spBM	sp	HSPC_C9	G2M
BNK_spBM1_L4_bar93	BNK	32720	3977	spBM1	spBM	sp	HSPC_C7	B-NK1
BNK_spBM1_L4_bar94	BNK	125254	4725	spBM1	spBM	sp	HSPC_C9	G2M
BNK_spBM1_L5_bar1	BNK	66305	2260	spBM1	spBM	sp	HSPC_C8	B-NK2
BNK_spBM1_L5_bar2	BNK	56358	2448	spBM1	spBM	sp	HSPC_C8	B-NK2
BNK_spBM1_L5_bar3	BNK	91788	4196	spBM1	spBM	sp	HSPC_C7	B-NK1
BNK_spBM1_L5_bar4	BNK	18784	1691	spBM1	spBM	sp	HSPC_C8	B-NK2
BNK_spBM1_L5_bar6	BNK	17542	2959	spBM1	spBM	sp	HSPC_C1	HSC/MPP1
BNK_spBM1_L5_bar7	BNK	12823	1678	spBM1	spBM	sp	HSPC_C8	B-NK2
BNK_spBM1_L5_bar9	BNK	64936	3554	spBM1	spBM	sp	HSPC_C9	G2M
BNK_spBM1_L5_bar10	BNK	43988	2347	spBM1	spBM	sp	HSPC_C8	B-NK2
BNK_spBM1_L5_bar11	BNK	39746	3745	spBM1	spBM	sp	HSPC_C7	B-NK1
BNK_spBM1_L5_bar12	BNK	48405	2159	spBM1	spBM	sp	HSPC_C8	B-NK2
BNK_spBM1_L5_bar13	BNK	252242	4677	spBM1	spBM	sp	HSPC_C9	G2M
BNK_spBM1_L5_bar14	BNK	266340	4167	spBM1	spBM	sp	HSPC_C7	B-NK1
BNK_spBM1_L5_bar15	BNK	442833	5654	spBM1	spBM	sp	HSPC_C9	G2M
BNK_spBM1_L5_bar16	BNK	141396	3540	spBM1	spBM	sp	HSPC_C7	B-NK1
BNK_spBM1_L5_bar17	BNK	22866	1434	spBM1	spBM	sp	HSPC_C8	B-NK2
BNK_spBM1_L5_bar18	BNK	114603	4079	spBM1	spBM	sp	HSPC_C7	B-NK1
BNK_spBM1_L5_bar19	BNK	124715	3569	spBM1	spBM	sp	HSPC_C7	B-NK1
BNK_spBM1_L5_bar20	BNK	23110	2929	spBM1	spBM	sp	HSPC_C7	B-NK1
BNK_spBM1_L5_bar21	BNK	35771	3425	spBM1	spBM	sp	HSPC_C7	B-NK1
BNK_spBM1_L5_bar22	BNK	53857	2703	spBM1	spBM	sp	HSPC_C8	B-NK2
BNK_spBM1_L5_bar24	BNK	39457	2530	spBM1	spBM	sp	HSPC_C8	B-NK2
BNK_spBM2_L1_bar18	BNK	47934	2961	spBM2	spBM	sp	HSPC_C8	B-NK2
BNK_spBM2_L1_bar19	BNK	117342	3277	spBM2	spBM	sp	HSPC_C7	B-NK1
BNK_spBM2_L1_bar21	BNK	28416	1747	spBM2	spBM	sp	HSPC_C8	B-NK2
BNK_spBM2_L1_bar22	BNK	53745	2584	spBM2	spBM	sp	HSPC_C8	B-NK2
BNK_spBM2_L1_bar24	BNK	38124	2153	spBM2	spBM	sp	HSPC_C8	B-NK2
BNK_spBM2_L1_bar25	BNK	2868	1082	spBM2	spBM	sp	HSPC_C6	MLP
BNK_spBM2_L1_bar26	BNK	51187	2445	spBM2	spBM	sp	HSPC_C8	B-NK2
BNK_spBM2_L1_bar27	BNK	105519	3392	spBM2	spBM	sp	HSPC_C7	B-NK1
BNK_spBM2_L1_bar28	BNK	114202	3715	spBM2	spBM	sp	HSPC_C7	B-NK1
BNK_spBM2_L1_bar29	BNK	46072	2448	spBM2	spBM	sp	HSPC_C8	B-NK2
BNK_spBM2_L1_bar30	BNK	307638	5103	spBM2	spBM	sp	HSPC_C5	LMPP
BNK_spBM2_L1_bar31	BNK	36101	1947	spBM2	spBM	sp	HSPC_C8	B-NK2
BNK_spBM2_L1_bar32	BNK	117109	3710	spBM2	spBM	sp	HSPC_C7	B-NK1
BNK_spBM2_L2_bar35	BNK	50872	2658	spBM2	spBM	sp	HSPC_C8	B-NK2
BNK_spBM2_L2_bar36	BNK	77609	3416	spBM2	spBM	sp	HSPC_C7	B-NK1
BNK_spBM2_L2_bar37	BNK	37696	1991	spBM2	spBM	sp	HSPC_C8	B-NK2
BNK_spBM2_L2_bar38	BNK	101861	3110	spBM2	spBM	sp	HSPC_C7	B-NK1
BNK_spBM2_L2_bar39	BNK	54147	2725	spBM2	spBM	sp	HSPC_C7	B-NK1
BNK_spBM2_L2_bar40	BNK	114813	3804	spBM2	spBM	sp	HSPC_C7	B-NK1
BNK_spBM2_L3_bar41	BNK	16737	2365	spBM2	spBM	sp	HSPC_C7	B-NK1
BNK_spBM2_L3_bar42	BNK	118378	3263	spBM2	spBM	sp	HSPC_C8	B-NK2
BNK_spBM2_L3_bar43	BNK	105448	4062	spBM2	spBM	sp	HSPC_C7	B-NK1
BNK_spBM2_L3_bar44	BNK	283164	4841	spBM2	spBM	sp	HSPC_C9	G2M
BNK_spBM2_L3_bar45	BNK	49519	2174	spBM2	spBM	sp	HSPC_C8	B-NK2
BNK_spBM2_L3_bar46	BNK	23597	2394	spBM2	spBM	sp	HSPC_C7	B-NK1
BNK_spBM2_L3_bar47	BNK	135460	3833	spBM2	spBM	sp	HSPC_C7	B-NK1
BNK_spBM2_L3_bar48	BNK	65677	4441	spBM2	spBM	sp	HSPC_C8	B-NK2
BNK_spBM2_L4_bar50	BNK	53918	3801	spBM2	spBM	sp	HSPC_C8	B-NK2
BNK_spBM2_L4_bar51	BNK	149503	4066	spBM2	spBM	sp	HSPC_C7	B-NK1
BNK_spBM2_L4_bar52	BNK	89224	3427	spBM2	spBM	sp	HSPC_C7	B-NK1
BNK_spBM2_L4_bar53	BNK	23771	1552	spBM2	spBM	sp	HSPC_C8	B-NK2
BNK_spBM2_L4_bar54	BNK	52370	3006	spBM2	spBM	sp	HSPC_C8	B-NK2
BNK_spBM2_L4_bar55	BNK	60580	2248	spBM2	spBM	sp	HSPC_C8	B-NK2
BNK_spBM2_L4_bar56	BNK	77800	3386	spBM2	spBM	sp	HSPC_C7	B-NK1
BNK_spBM2_L5_bar59	BNK	34754	2692	spBM2	spBM	sp	HSPC_C7	B-NK1
BNK_spBM2_L5_bar60	BNK	38146	2886	spBM2	spBM	sp	HSPC_C8	B-NK2
BNK_spBM2_L5_bar61	BNK	175527	4582	spBM2	spBM	sp	HSPC_C9	G2M
BNK_spBM2_L5_bar62	BNK	23858	1481	spBM2	spBM	sp	HSPC_C8	B-NK2
BNK_spBM2_L5_bar63	BNK	29508	2579	spBM2	spBM	sp	HSPC_C8	B-NK2
BNK_spBM2_L5_bar64	BNK	24711	1884	spBM2	spBM	sp	HSPC_C8	B-NK2
BNK_spBM2_L6_bar66	BNK	56901	2772	spBM2	spBM	sp	HSPC_C8	B-NK2
BNK_spBM2_L6_bar67	BNK	186907	4449	spBM2	spBM	sp	HSPC_C7	B-NK1
BNK_spBM2_L6_bar68	BNK	171748	4247	spBM2	spBM	sp	HSPC_C7	B-NK1
BNK_spBM2_L6_bar69	BNK	41205	2414	spBM2	spBM	sp	HSPC_C8	B-NK2
BNK_spBM2_L6_bar70	BNK	25625	2036	spBM2	spBM	sp	HSPC_C7	B-NK1
BNK_spBM2_L6_bar71	BNK	33029	1605	spBM2	spBM	sp	HSPC_C8	B-NK2
BNK_spBM2_L6_bar72	BNK	120790	3237	spBM2	spBM	sp	HSPC_C7	B-NK1
BNK_spBM2_L6_bar74	BNK	41944	1635	spBM2	spBM	sp	HSPC_C8	B-NK2
BNK_spBM2_L6_bar75	BNK	130837	3517	spBM2	spBM	sp	HSPC_C7	B-NK1
BNK_spBM2_L6_bar77	BNK	35507	1765	spBM2	spBM	sp	HSPC_C8	B-NK2
BNK_spBM2_L6_bar78	BNK	46671	1639	spBM2	spBM	sp	HSPC_C8	B-NK2
BNK_spBM2_L6_bar79	BNK	82946	2693	spBM2	spBM	sp	HSPC_C7	B-NK1
BNK_spBM2_L6_bar80	BNK	53522	2117	spBM2	spBM	sp	HSPC_C8	B-NK2
BNK_spBM2_L7_bar81	BNK	4725	1810	spBM2	spBM	sp	HSPC_C6	MLP
BNK_spBM2_L7_bar82	BNK	17047	2007	spBM2	spBM	sp	HSPC_C8	B-NK2
BNK_spBM2_L7_bar83	BNK	55994	2057	spBM2	spBM	sp	HSPC_C8	B-NK2
BNK_spBM2_L7_bar84	BNK	126192	3192	spBM2	spBM	sp	HSPC_C6	MLP
BNK_spBM2_L7_bar86	BNK	198076	3835	spBM2	spBM	sp	HSPC_C7	B-NK1
BNK_spBM2_L7_bar87	BNK	150966	3489	spBM2	spBM	sp	HSPC_C7	B-NK1
BNK_spBM2_L7_bar88	BNK	169513	3396	spBM2	spBM	sp	HSPC_C7	B-NK1
BNK_spBM2_L7_bar89	BNK	4344	1164	spBM2	spBM	sp	HSPC_C6	MLP
BNK_spBM2_L7_bar90	BNK	56847	2866	spBM2	spBM	sp	HSPC_C8	B-NK2
BNK_spBM2_L7_bar91	BNK	157432	3835	spBM2	spBM	sp	HSPC_C7	B-NK1
BNK_spBM2_L7_bar92	BNK	126228	3209	spBM2	spBM	sp	HSPC_C8	B-NK2
BNK_spBM2_L7_bar93	BNK	31598	2013	spBM2	spBM	sp	HSPC_C8	B-NK2
BNK_spBM2_L7_bar94	BNK	61314	2804	spBM2	spBM	sp	HSPC_C8	B-NK2
BNK_spBM2_L8_bar1	BNK	5627	1735	spBM2	spBM	sp	HSPC_C2	HSC/MPP2
BNK_spBM2_L8_bar2	BNK	140415	4760	spBM2	spBM	sp	HSPC_C7	B-NK1
BNK_spBM2_L8_bar3	BNK	74875	3593	spBM2	spBM	sp	HSPC_C8	B-NK2
BNK_spBM2_L8_bar4	BNK	63984	3298	spBM2	spBM	sp	HSPC_C8	B-NK2
BNK_spBM2_L8_bar5	BNK	21918	1892	spBM2	spBM	sp	HSPC_C8	B-NK2
BNK_spBM2_L8_bar6	BNK	19454	2238	spBM2	spBM	sp	HSPC_C8	B-NK2
BNK_spBM2_L8_bar7	BNK	133189	4259	spBM2	spBM	sp	HSPC_C7	B-NK1
BNK_spBM2_L8_bar8	BNK	18157	2048	spBM2	spBM	sp	HSPC_C8	B-NK2
BNK_spBM2_L8_bar10	BNK	73739	3689	spBM2	spBM	sp	HSPC_C8	B-NK2
BNK_spBM2_L8_bar11	BNK	39813	2592	spBM2	spBM	sp	HSPC_C6	MLP
BNK_spBM2_L8_bar12	BNK	10343	3013	spBM2	spBM	sp	HSPC_C3	MEP1
BNK_spBM2_L8_bar13	BNK	129067	4926	spBM2	spBM	sp	HSPC_C7	B-NK1
BNK_spBM2_L8_bar14	BNK	132510	3915	spBM2	spBM	sp	HSPC_C7	B-NK1
BNK_spBM2_L8_bar15	BNK	62267	3115	spBM2	spBM	sp	HSPC_C8	B-NK2
BNK_spBM2_L8_bar16	BNK	36162	2909	spBM2	spBM	sp	HSPC_C8	B-NK2
BNK_spBM3_L1_bar17	BNK	58651	2737	spBM3	spBM	sp	HSPC_C8	B-NK2
BNK_spBM3_L1_bar18	BNK	81375	3519	spBM3	spBM	sp	HSPC_C4	MEP2
BNK_spBM3_L1_bar19	BNK	63507	2604	spBM3	spBM	sp	HSPC_C7	B-NK1
BNK_spBM3_L1_bar21	BNK	18464	2310	spBM3	spBM	sp	HSPC_C7	B-NK1
BNK_spBM3_L1_bar22	BNK	17750	3512	spBM3	spBM	sp	HSPC_C12	Neu
BNK_spBM3_L1_bar24	BNK	39353	3852	spBM3	spBM	sp	HSPC_C12	Neu
BNK_spBM3_L1_bar25	BNK	37767	2513	spBM3	spBM	sp	HSPC_C7	B-NK1
BNK_spBM3_L1_bar26	BNK	76010	2880	spBM3	spBM	sp	HSPC_C7	B-NK1
BNK_spBM3_L1_bar27	BNK	51733	3079	spBM3	spBM	sp	HSPC_C7	B-NK1
BNK_spBM3_L1_bar28	BNK	19340	2276	spBM3	spBM	sp	HSPC_C7	B-NK1
BNK_spBM3_L1_bar29	BNK	81271	3093	spBM3	spBM	sp	HSPC_C7	B-NK1
BNK_spBM3_L1_bar30	BNK	57626	2516	spBM3	spBM	sp	HSPC_C8	B-NK2
BNK_spBM3_L1_bar31	BNK	13889	2150	spBM3	spBM	sp	HSPC_C7	B-NK1
BNK_spBM3_L1_bar32	BNK	33519	2486	spBM3	spBM	sp	HSPC_C7	B-NK1
BNK_spBM3_L1_bar33	BNK	55734	3844	spBM3	spBM	sp	HSPC_C12	Neu
BNK_spBM3_L2_bar36	BNK	16631	2033	spBM3	spBM	sp	HSPC_C7	B-NK1
BNK_spBM3_L2_bar37	BNK	40875	2221	spBM3	spBM	sp	HSPC_C7	B-NK1
BNK_spBM3_L2_bar38	BNK	34180	1654	spBM3	spBM	sp	HSPC_C7	B-NK1
BNK_spBM3_L2_bar39	BNK	9775	1640	spBM3	spBM	sp	HSPC_C7	B-NK1
BNK_spBM3_L2_bar40	BNK	63239	3083	spBM3	spBM	sp	HSPC_C7	B-NK1
BNK_spBM3_L2_bar42	BNK	59258	2561	spBM3	spBM	sp	HSPC_C7	B-NK1
BNK_spBM3_L3_bar44	BNK	20798	2023	spBM3	spBM	sp	HSPC_C6	MLP
BNK_spBM3_L3_bar45	BNK	33101	2490	spBM3	spBM	sp	HSPC_C7	B-NK1
BNK_spBM3_L3_bar47	BNK	65743	3736	spBM3	spBM	sp	HSPC_C6	MLP
BNK_spBM3_L3_bar49	BNK	45245	3939	spBM3	spBM	sp	HSPC_C7	B-NK1
BNK_spBM3_L3_bar50	BNK	74618	5031	spBM3	spBM	sp	HSPC_C12	Neu
BNK_spBM3_L4_bar51	BNK	35547	2809	spBM3	spBM	sp	HSPC_C7	B-NK1
BNK_spBM3_L4_bar52	BNK	94309	4374	spBM3	spBM	sp	HSPC_C7	B-NK1
BNK_spBM3_L4_bar53	BNK	53688	3348	spBM3	spBM	sp	HSPC_C7	B-NK1
BNK_spBM3_L4_bar54	BNK	168401	4928	spBM3	spBM	sp	HSPC_C7	B-NK1
BNK_spBM3_L4_bar56	BNK	32248	3348	spBM3	spBM	sp	HSPC_C7	B-NK1
BNK_spBM3_L4_bar57	BNK	50081	3259	spBM3	spBM	sp	HSPC_C7	B-NK1
BNK_spBM3_L5_bar59	BNK	18585	3078	spBM3	spBM	sp	HSPC_C7	B-NK1
BNK_spBM3_L5_bar60	BNK	151385	5366	spBM3	spBM	sp	HSPC_C7	B-NK1
BNK_spBM3_L5_bar61	BNK	36207	2816	spBM3	spBM	sp	HSPC_C6	MLP
BNK_spBM3_L5_bar62	BNK	106390	3829	spBM3	spBM	sp	HSPC_C7	B-NK1
BNK_spBM3_L5_bar63	BNK	99429	4679	spBM3	spBM	sp	HSPC_C7	B-NK1
BNK_spBM3_L5_bar64	BNK	62644	3048	spBM3	spBM	sp	HSPC_C7	B-NK1
BNK_spBM3_L5_bar65	BNK	60368	3467	spBM3	spBM	sp	HSPC_C7	B-NK1
BNK_spBM3_L5_bar66	BNK	83107	3418	spBM3	spBM	sp	HSPC_C8	B-NK2
BNK_spBM3_L6_bar67	BNK	58887	3871	spBM3	spBM	sp	HSPC_C7	B-NK1
BNK_spBM3_L6_bar68	BNK	72220	4134	spBM3	spBM	sp	HSPC_C6	MLP
BNK_spBM3_L6_bar69	BNK	24303	3539	spBM3	spBM	sp	HSPC_C8	B-NK2
BNK_spBM3_L6_bar70	BNK	50471	2955	spBM3	spBM	sp	HSPC_C7	B-NK1
BNK_spBM3_L6_bar71	BNK	75219	3241	spBM3	spBM	sp	HSPC_C8	B-NK2
BNK_spBM3_L6_bar72	BNK	41638	2712	spBM3	spBM	sp	HSPC_C7	B-NK1
BNK_spBM3_L6_bar73	BNK	8372	2055	spBM3	spBM	sp	HSPC_C8	B-NK2
BNK_spBM3_L6_bar74	BNK	108607	3294	spBM3	spBM	sp	HSPC_C7	B-NK1
BNK_spBM3_L6_bar75	BNK	25039	2032	spBM3	spBM	sp	HSPC_C7	B-NK1
BNK_spBM3_L6_bar77	BNK	51743	2541	spBM3	spBM	sp	HSPC_C7	B-NK1
BNK_spBM3_L6_bar78	BNK	11800	1902	spBM3	spBM	sp	HSPC_C6	MLP
BNK_spBM3_L6_bar79	BNK	65990	2766	spBM3	spBM	sp	HSPC_C8	B-NK2
BNK_spBM3_L6_bar80	BNK	66055	2912	spBM3	spBM	sp	HSPC_C7	B-NK1
BNK_spBM3_L6_bar81	BNK	42807	3244	spBM3	spBM	sp	HSPC_C8	B-NK2
BNK_spBM3_L6_bar82	BNK	19562	2683	spBM3	spBM	sp	HSPC_C7	B-NK1
BNK_spBM3_L7_bar83	BNK	26671	2096	spBM3	spBM	sp	HSPC_C7	B-NK1
BNK_spBM3_L7_bar84	BNK	73027	3465	spBM3	spBM	sp	HSPC_C8	B-NK2
BNK_spBM3_L7_bar86	BNK	127937	3429	spBM3	spBM	sp	HSPC_C6	MLP
BNK_spBM3_L7_bar87	BNK	36368	3046	spBM3	spBM	sp	HSPC_C7	B-NK1
BNK_spBM3_L7_bar88	BNK	32627	3177	spBM3	spBM	sp	HSPC_C4	MEP2
BNK_spBM3_L7_bar89	BNK	57921	2233	spBM3	spBM	sp	HSPC_C8	B-NK2
BNK_spBM3_L7_bar90	BNK	16860	2748	spBM3	spBM	sp	HSPC_C8	B-NK2
BNK_spBM3_L7_bar91	BNK	31301	2933	spBM3	spBM	sp	HSPC_C6	MLP
BNK_spBM3_L7_bar92	BNK	61386	4672	spBM3	spBM	sp	HSPC_C6	MLP
BNK_spBM3_L7_bar93	BNK	21049	2586	spBM3	spBM	sp	HSPC_C7	B-NK1
BNK_spBM3_L7_bar94	BNK	33715	3587	spBM3	spBM	sp	HSPC_C6	MLP
BNK_spBM3_L8_bar1	BNK	63357	2627	spBM3	spBM	sp	HSPC_C7	B-NK1
BNK_spBM3_L8_bar2	BNK	52063	2669	spBM3	spBM	sp	HSPC_C6	MLP
BNK_spBM3_L8_bar3	BNK	47091	4653	spBM3	spBM	sp	HSPC_C4	MEP2
BNK_spBM3_L8_bar4	BNK	36705	2709	spBM3	spBM	sp	HSPC_C7	B-NK1
BNK_spBM3_L8_bar5	BNK	15287	2312	spBM3	spBM	sp	HSPC_C7	B-NK1
BNK_spBM3_L8_bar7	BNK	9399	1422	spBM3	spBM	sp	HSPC_C6	MLP
BNK_spBM3_L8_bar8	BNK	13418	2578	spBM3	spBM	sp	HSPC_C7	B-NK1
BNK_spBM3_L8_bar9	BNK	38917	2280	spBM3	spBM	sp	HSPC_C6	MLP
BNK_spBM3_L8_bar10	BNK	64296	2991	spBM3	spBM	sp	HSPC_C7	B-NK1
BNK_spBM3_L8_bar11	BNK	27043	2533	spBM3	spBM	sp	HSPC_C7	B-NK1
BNK_spBM3_L8_bar12	BNK	30683	2533	spBM3	spBM	sp	HSPC_C6	MLP
BNK_spBM3_L8_bar13	BNK	105428	3355	spBM3	spBM	sp	HSPC_C7	B-NK1
BNK_spBM3_L8_bar14	BNK	78064	2892	spBM3	spBM	sp	HSPC_C6	MLP
BNK_spBM3_L8_bar15	BNK	122890	3758	spBM3	spBM	sp	HSPC_C7	B-NK1
BNK_spBM3_L8_bar16	BNK	70444	2909	spBM3	spBM	sp	HSPC_C7	B-NK1
CD4T_tBM_L1_bar26	CD4T	14969	1662	tBM	tBM	t	CD4T_C2	CD4 memory T
CD4T_tBM_L1_bar27	CD4T	6691	1572	tBM	tBM	t	CD4T_C2	CD4 memory T
CD4T_tBM_L1_bar30	CD4T	5910	1188	tBM	tBM	t	CD4T_C2	CD4 memory T
CD4T_tBM_L1_bar32	CD4T	4046	1199	tBM	tBM	t	CD4T_C1	CD4 naive T
CD4T_tBM_L1_bar33	CD4T	4409	1051	tBM	tBM	t	CD4T_C2	CD4 memory T
CD4T_tBM_L1_bar35	CD4T	3303	1053	tBM	tBM	t	CD4T_C1	CD4 naive T
CD4T_tBM_L1_bar40	CD4T	3922	1097	tBM	tBM	t	CD4T_C2	CD4 memory T
CD4T_tBM_L1_bar42	CD4T	6336	1267	tBM	tBM	t	CD4T_C2	CD4 memory T
CD4T_tBM_L1_bar47	CD4T	3791	1017	tBM	tBM	t	CD4T_C1	CD4 naive T
CD4T_tBM_L1_bar48	CD4T	4399	1130	tBM	tBM	t	CD4T_C3	CD4 effector T
CD4T_tPB_L1_bar80	CD4T	6558	1344	tPB	tPB	t	CD4T_C1	CD4 naive T
CD4T_tPB_L1_bar89	CD4T	12706	1296	tPB	tPB	t	CD4T_C2	CD4 memory T
CD4T_tPB_L1_bar96	CD4T	5057	1103	tPB	tPB	t	CD4T_C1	CD4 naive T
CD4T_tBM_L2_bar2	CD4T	14904	1261	tBM	tBM	t	CD4T_C1	CD4 naive T
CD4T_tBM_L2_bar4	CD4T	6112	1338	tBM	tBM	t	CD4T_C2	CD4 memory T
CD4T_tBM_L2_bar12	CD4T	4152	1118	tBM	tBM	t	CD4T_C2	CD4 memory T
CD4T_tBM_L2_bar15	CD4T	4332	1080	tBM	tBM	t	CD4T_C2	CD4 memory T
CD4T_tBM_L2_bar17	CD4T	9936	1495	tBM	tBM	t	CD4T_C1	CD4 naive T
CD4T_tBM_L2_bar18	CD4T	6226	1080	tBM	tBM	t	CD4T_C1	CD4 naive T
CD4T_tBM_L2_bar19	CD4T	13038	1463	tBM	tBM	t	CD4T_C2	CD4 memory T
CD4T_tBM_L2_bar22	CD4T	4322	1096	tBM	tBM	t	CD4T_C1	CD4 naive T
CD4T_tPB_L2_bar49	CD4T	11912	1327	tPB	tPB	t	CD4T_C1	CD4 naive T
CD4T_tPB_L2_bar52	CD4T	6454	1267	tPB	tPB	t	CD4T_C2	CD4 memory T
CD4T_tPB_L2_bar54	CD4T	28658	1510	tPB	tPB	t	CD4T_C1	CD4 naive T
CD4T_tPB_L2_bar56	CD4T	6567	1208	tPB	tPB	t	CD4T_C2	CD4 memory T
CD4T_tPB_L2_bar57	CD4T	4350	1416	tPB	tPB	t	CD4T_C2	CD4 memory T
CD4T_tPB_L2_bar58	CD4T	7523	1367	tPB	tPB	t	CD4T_C1	CD4 naive T
CD4T_tPB_L2_bar60	CD4T	7161	1130	tPB	tPB	t	CD4T_C1	CD4 naive T
CD4T_tPB_L2_bar61	CD4T	10515	1102	tPB	tPB	t	CD4T_C1	CD4 naive T
