cell_id	celltype	UMI_number	gene_number	individual	tissue	population	cluster	redefined_cluster
HSC_spBM1_L4_bar73	HSC	7146	1757	spBM1	spBM	sp	HSPC_C1	HSC/MPP1
HSC_spBM1_L4_bar74	HSC	238287	5573	spBM1	spBM	sp	HSPC_C9	G2M
HSC_spBM1_L4_bar75	HSC	65046	4757	spBM1	spBM	sp	HSPC_C2	HSC/MPP2
HSC_spBM1_L4_bar77	HSC	107199	3277	spBM1	spBM	sp	HSPC_C1	HSC/MPP1
HSC_spBM1_L4_bar78	HSC	87337	4837	spBM1	spBM	sp	HSPC_C5	LMPP
HSC_spBM1_L4_bar79	HSC	177349	4604	spBM1	spBM	sp	HSPC_C2	HSC/MPP2
HSC_spBM1_L4_bar80	HSC	188017	4017	spBM1	spBM	sp	HSPC_C1	HSC/MPP1
HSC_spBM1_L5_bar81	HSC	128687	4380	spBM1	spBM	sp	HSPC_C9	G2M
HSC_spBM1_L5_bar82	HSC	35724	2899	spBM1	spBM	sp	HSPC_C1	HSC/MPP1
HSC_spBM1_L5_bar83	HSC	91748	3639	spBM1	spBM	sp	HSPC_C5	LMPP
HSC_spBM1_L5_bar84	HSC	96583	3062	spBM1	spBM	sp	HSPC_C1	HSC/MPP1
HSC_spBM1_L5_bar85	HSC	21107	2576	spBM1	spBM	sp	HSPC_C1	HSC/MPP1
HSC_spBM1_L5_bar86	HSC	183068	3962	spBM1	spBM	sp	HSPC_C9	G2M
HSC_spBM1_L5_bar88	HSC	50412	2876	spBM1	spBM	sp	HSPC_C2	HSC/MPP2
HSC_spBM1_L5_bar89	HSC	266668	4160	spBM1	spBM	sp	HSPC_C2	HSC/MPP2
HSC_spBM1_L5_bar90	HSC	57660	4284	spBM1	spBM	sp	HSPC_C5	LMPP
HSC_spBM1_L5_bar91	HSC	50475	4038	spBM1	spBM	sp	HSPC_C5	LMPP
HSC_spBM1_L5_bar92	HSC	149559	4436	spBM1	spBM	sp	HSPC_C1	HSC/MPP1
HSC_spBM1_L5_bar93	HSC	35915	3699	spBM1	spBM	sp	HSPC_C2	HSC/MPP2
HSC_spBM1_L5_bar94	HSC	102862	3937	spBM1	spBM	sp	HSPC_C2	HSC/MPP2
HSC_spBM1_L6_bar65	HSC	104138	4632	spBM1	spBM	sp	HSPC_C2	HSC/MPP2
HSC_spBM1_L6_bar66	HSC	102759	5483	spBM1	spBM	sp	HSPC_C1	HSC/MPP1
HSC_spBM1_L6_bar67	HSC	113341	4155	spBM1	spBM	sp	HSPC_C1	HSC/MPP1
HSC_spBM1_L6_bar68	HSC	480192	6152	spBM1	spBM	sp	HSPC_C9	G2M
HSC_spBM1_L6_bar69	HSC	60697	3934	spBM1	spBM	sp	HSPC_C1	HSC/MPP1
HSC_spBM1_L6_bar70	HSC	114069	3986	spBM1	spBM	sp	HSPC_C2	HSC/MPP2
HSC_spBM1_L6_bar73	HSC	11103	2680	spBM1	spBM	sp	HSPC_C12	Neu
HSC_spBM1_L6_bar74	HSC	179819	3913	spBM1	spBM	sp	HSPC_C2	HSC/MPP2
HSC_spBM1_L6_bar75	HSC	83124	4580	spBM1	spBM	sp	HSPC_C5	LMPP
HSC_spBM1_L6_bar77	HSC	296622	4551	spBM1	spBM	sp	HSPC_C2	HSC/MPP2
HSC_spBM1_L6_bar78	HSC	128551	5286	spBM1	spBM	sp	HSPC_C5	LMPP
HSC_spBM1_L6_bar79	HSC	239872	4560	spBM1	spBM	sp	HSPC_C2	HSC/MPP2
HSC_spBM1_L6_bar81	HSC	86121	4361	spBM1	spBM	sp	HSPC_C1	HSC/MPP1
HSC_spBM1_L6_bar82	HSC	36897	3598	spBM1	spBM	sp	HSPC_C2	HSC/MPP2
HSC_spBM1_L6_bar83	HSC	56558	3343	spBM1	spBM	sp	HSPC_C2	HSC/MPP2
HSC_spBM1_L6_bar84	HSC	130726	4108	spBM1	spBM	sp	HSPC_C2	HSC/MPP2
HSC_spBM1_L6_bar85	HSC	12077	2581	spBM1	spBM	sp	HSPC_C2	HSC/MPP2
HSC_spBM1_L6_bar86	HSC	188301	3388	spBM1	spBM	sp	HSPC_C1	HSC/MPP1
HSC_spBM1_L6_bar87	HSC	98231	4543	spBM1	spBM	sp	HSPC_C2	HSC/MPP2
HSC_spBM1_L6_bar88	HSC	57850	4586	spBM1	spBM	sp	HSPC_C5	LMPP
HSC_spBM1_L6_bar89	HSC	195612	3089	spBM1	spBM	sp	HSPC_C1	HSC/MPP1
HSC_spBM1_L6_bar90	HSC	89883	4277	spBM1	spBM	sp	HSPC_C5	LMPP
HSC_spBM1_L6_bar91	HSC	53389	3460	spBM1	spBM	sp	HSPC_C2	HSC/MPP2
HSC_spBM1_L6_bar92	HSC	40687	4108	spBM1	spBM	sp	HSPC_C1	HSC/MPP1
HSC_spBM1_L6_bar93	HSC	38460	3322	spBM1	spBM	sp	HSPC_C1	HSC/MPP1
HSC_spBM1_L6_bar94	HSC	159138	4171	spBM1	spBM	sp	HSPC_C2	HSC/MPP2
HSC_spBM2_L1_bar1	HSC	131459	4237	spBM2	spBM	sp	HSPC_C2	HSC/MPP2
HSC_spBM2_L1_bar2	HSC	26690	2334	spBM2	spBM	sp	HSPC_C1	HSC/MPP1
HSC_spBM2_L1_bar4	HSC	30901	2653	spBM2	spBM	sp	HSPC_C1	HSC/MPP1
HSC_spBM2_L1_bar7	HSC	22085	2572	spBM2	spBM	sp	HSPC_C1	HSC/MPP1
HSC_spBM2_L1_bar8	HSC	17087	3111	spBM2	spBM	sp	HSPC_C2	HSC/MPP2
HSC_spBM2_L1_bar9	HSC	69949	3959	spBM2	spBM	sp	HSPC_C2	HSC/MPP2
HSC_spBM2_L1_bar10	HSC	33480	2880	spBM2	spBM	sp	HSPC_C1	HSC/MPP1
HSC_spBM2_L1_bar11	HSC	39661	3432	spBM2	spBM	sp	HSPC_C5	LMPP
HSC_spBM2_L1_bar12	HSC	28885	2631	spBM2	spBM	sp	HSPC_C1	HSC/MPP1
HSC_spBM2_L1_bar13	HSC	159660	5039	spBM2	spBM	sp	HSPC_C2	HSC/MPP2
HSC_spBM2_L1_bar14	HSC	78374	3108	spBM2	spBM	sp	HSPC_C1	HSC/MPP1
HSC_spBM2_L1_bar15	HSC	32562	2665	spBM2	spBM	sp	HSPC_C1	HSC/MPP1
HSC_spBM2_L1_bar16	HSC	154934	5014	spBM2	spBM	sp	HSPC_C9	G2M
HSC_spBM2_L2_bar17	HSC	4291	1996	spBM2	spBM	sp	HSPC_C5	LMPP
HSC_spBM2_L2_bar18	HSC	53771	4365	spBM2	spBM	sp	HSPC_C2	HSC/MPP2
HSC_spBM2_L2_bar19	HSC	131191	4462	spBM2	spBM	sp	HSPC_C1	HSC/MPP1
HSC_spBM2_L2_bar20	HSC	21367	2952	spBM2	spBM	sp	HSPC_C1	HSC/MPP1
HSC_spBM2_L2_bar21	HSC	38829	3655	spBM2	spBM	sp	HSPC_C1	HSC/MPP1
HSC_spBM2_L2_bar22	HSC	95241	4746	spBM2	spBM	sp	HSPC_C1	HSC/MPP1
HSC_spBM2_L2_bar24	HSC	55179	3940	spBM2	spBM	sp	HSPC_C1	HSC/MPP1
HSC_spBM2_L2_bar25	HSC	26300	3081	spBM2	spBM	sp	HSPC_C2	HSC/MPP2
HSC_spBM2_L2_bar26	HSC	174095	4435	spBM2	spBM	sp	HSPC_C2	HSC/MPP2
HSC_spBM2_L2_bar27	HSC	96656	4754	spBM2	spBM	sp	HSPC_C2	HSC/MPP2
HSC_spBM2_L2_bar28	HSC	14931	2715	spBM2	spBM	sp	HSPC_C2	HSC/MPP2
HSC_spBM2_L2_bar29	HSC	97631	4117	spBM2	spBM	sp	HSPC_C1	HSC/MPP1
HSC_spBM2_L2_bar30	HSC	46569	3692	spBM2	spBM	sp	HSPC_C1	HSC/MPP1
HSC_spBM2_L2_bar31	HSC	9368	2068	spBM2	spBM	sp	HSPC_C1	HSC/MPP1
HSC_spBM2_L2_bar32	HSC	86643	5001	spBM2	spBM	sp	HSPC_C2	HSC/MPP2
HSC_spBM2_L3_bar33	HSC	15393	3156	spBM2	spBM	sp	HSPC_C12	Neu
HSC_spBM2_L3_bar35	HSC	32134	3826	spBM2	spBM	sp	HSPC_C2	HSC/MPP2
HSC_spBM2_L3_bar36	HSC	46397	3549	spBM2	spBM	sp	HSPC_C1	HSC/MPP1
HSC_spBM2_L3_bar37	HSC	67026	3388	spBM2	spBM	sp	HSPC_C1	HSC/MPP1
HSC_spBM2_L3_bar38	HSC	108625	3558	spBM2	spBM	sp	HSPC_C2	HSC/MPP2
HSC_spBM2_L3_bar39	HSC	24962	3006	spBM2	spBM	sp	HSPC_C1	HSC/MPP1
HSC_spBM2_L3_bar40	HSC	91870	3994	spBM2	spBM	sp	HSPC_C1	HSC/MPP1
HSC_spBM2_L4_bar42	HSC	49448	3194	spBM2	spBM	sp	HSPC_C1	HSC/MPP1
HSC_spBM2_L4_bar44	HSC	18358	2038	spBM2	spBM	sp	HSPC_C1	HSC/MPP1
HSC_spBM2_L4_bar45	HSC	36051	2904	spBM2	spBM	sp	HSPC_C1	HSC/MPP1
HSC_spBM2_L4_bar47	HSC	94368	4735	spBM2	spBM	sp	HSPC_C1	HSC/MPP1
HSC_spBM2_L5_bar49	HSC	146225	7649	spBM2	spBM	sp	HSPC_C2	HSC/MPP2
HSC_spBM2_L5_bar50	HSC	117761	6803	spBM2	spBM	sp	HSPC_C2	HSC/MPP2
HSC_spBM2_L5_bar51	HSC	168390	4819	spBM2	spBM	sp	HSPC_C2	HSC/MPP2
HSC_spBM2_L5_bar52	HSC	132512	6339	spBM2	spBM	sp	HSPC_C2	HSC/MPP2
HSC_spBM2_L5_bar53	HSC	49198	3628	spBM2	spBM	sp	HSPC_C1	HSC/MPP1
HSC_spBM2_L5_bar56	HSC	45716	4817	spBM2	spBM	sp	HSPC_C2	HSC/MPP2
HSC_spBM2_L6_bar57	HSC	35573	3142	spBM2	spBM	sp	HSPC_C1	HSC/MPP1
HSC_spBM2_L6_bar59	HSC	35018	4608	spBM2	spBM	sp	HSPC_C2	HSC/MPP2
HSC_spBM2_L6_bar60	HSC	76047	4794	spBM2	spBM	sp	HSPC_C1	HSC/MPP1
HSC_spBM2_L6_bar61	HSC	66664	3984	spBM2	spBM	sp	HSPC_C2	HSC/MPP2
HSC_spBM2_L6_bar62	HSC	109239	4788	spBM2	spBM	sp	HSPC_C2	HSC/MPP2
HSC_spBM2_L6_bar63	HSC	115808	5403	spBM2	spBM	sp	HSPC_C2	HSC/MPP2
HSC_spBM2_L6_bar64	HSC	104013	3943	spBM2	spBM	sp	HSPC_C1	HSC/MPP1
HSC_spBM2_L7_bar66	HSC	110680	5825	spBM2	spBM	sp	HSPC_C2	HSC/MPP2
HSC_spBM2_L7_bar67	HSC	113021	6231	spBM2	spBM	sp	HSPC_C1	HSC/MPP1
HSC_spBM2_L7_bar68	HSC	150072	6333	spBM2	spBM	sp	HSPC_C2	HSC/MPP2
HSC_spBM2_L7_bar69	HSC	64469	5761	spBM2	spBM	sp	HSPC_C2	HSC/MPP2
HSC_spBM2_L7_bar70	HSC	30474	3373	spBM2	spBM	sp	HSPC_C2	HSC/MPP2
HSC_spBM2_L7_bar71	HSC	65284	3609	spBM2	spBM	sp	HSPC_C12	Neu
HSC_spBM2_L7_bar72	HSC	82760	4620	spBM2	spBM	sp	HSPC_C2	HSC/MPP2
HSC_spBM2_L7_bar74	HSC	139636	3349	spBM2	spBM	sp	HSPC_C1	HSC/MPP1
HSC_spBM2_L7_bar75	HSC	37996	3853	spBM2	spBM	sp	HSPC_C2	HSC/MPP2
HSC_spBM2_L7_bar77	HSC	195126	4381	spBM2	spBM	sp	HSPC_C5	LMPP
HSC_spBM2_L7_bar78	HSC	32360	3065	spBM2	spBM	sp	HSPC_C1	HSC/MPP1
HSC_spBM2_L7_bar79	HSC	210542	4557	spBM2	spBM	sp	HSPC_C2	HSC/MPP2
HSC_spBM2_L7_bar80	HSC	145065	5504	spBM2	spBM	sp	HSPC_C1	HSC/MPP1
HSC_spBM2_L8_bar82	HSC	23218	3620	spBM2	spBM	sp	HSPC_C2	HSC/MPP2
HSC_spBM2_L8_bar83	HSC	24433	2052	spBM2	spBM	sp	HSPC_C1	HSC/MPP1
HSC_spBM2_L8_bar84	HSC	50140	3455	spBM2	spBM	sp	HSPC_C2	HSC/MPP2
HSC_spBM2_L8_bar86	HSC	189002	4765	spBM2	spBM	sp	HSPC_C9	G2M
HSC_spBM2_L8_bar87	HSC	56956	3823	spBM2	spBM	sp	HSPC_C2	HSC/MPP2
HSC_spBM2_L8_bar88	HSC	20277	3244	spBM2	spBM	sp	HSPC_C1	HSC/MPP1
HSC_spBM2_L8_bar89	HSC	171737	3940	spBM2	spBM	sp	HSPC_C1	HSC/MPP1
HSC_spBM2_L8_bar90	HSC	56171	4978	spBM2	spBM	sp	HSPC_C2	HSC/MPP2
HSC_spBM2_L8_bar91	HSC	29586	4678	spBM2	spBM	sp	HSPC_C4	MEP2
HSC_spBM2_L8_bar93	HSC	24636	3235	spBM2	spBM	sp	HSPC_C2	HSC/MPP2
HSC_spBM2_L8_bar94	HSC	108413	6080	spBM2	spBM	sp	HSPC_C1	HSC/MPP1
HSC_spBM3_L1_bar1	HSC	83784	2665	spBM3	spBM	sp	HSPC_C1	HSC/MPP1
HSC_spBM3_L1_bar2	HSC	111841	3482	spBM3	spBM	sp	HSPC_C2	HSC/MPP2
HSC_spBM3_L1_bar3	HSC	75682	3537	spBM3	spBM	sp	HSPC_C2	HSC/MPP2
HSC_spBM3_L1_bar4	HSC	53730	2902	spBM3	spBM	sp	HSPC_C1	HSC/MPP1
HSC_spBM3_L1_bar5	HSC	17331	2375	spBM3	spBM	sp	HSPC_C1	HSC/MPP1
HSC_spBM3_L1_bar6	HSC	26856	2528	spBM3	spBM	sp	HSPC_C2	HSC/MPP2
HSC_spBM3_L1_bar7	HSC	42788	2832	spBM3	spBM	sp	HSPC_C1	HSC/MPP1
HSC_spBM3_L1_bar8	HSC	19381	2017	spBM3	spBM	sp	HSPC_C5	LMPP
HSC_spBM3_L1_bar9	HSC	61766	3087	spBM3	spBM	sp	HSPC_C2	HSC/MPP2
HSC_spBM3_L1_bar10	HSC	101228	3498	spBM3	spBM	sp	HSPC_C1	HSC/MPP1
HSC_spBM3_L1_bar11	HSC	25493	3588	spBM3	spBM	sp	HSPC_C12	Neu
HSC_spBM3_L1_bar12	HSC	66933	3113	spBM3	spBM	sp	HSPC_C1	HSC/MPP1
HSC_spBM3_L1_bar13	HSC	79104	3125	spBM3	spBM	sp	HSPC_C1	HSC/MPP1
HSC_spBM3_L1_bar14	HSC	99459	2723	spBM3	spBM	sp	HSPC_C2	HSC/MPP2
HSC_spBM3_L1_bar15	HSC	226636	5067	spBM3	spBM	sp	HSPC_C5	LMPP
HSC_spBM3_L1_bar16	HSC	91997	3321	spBM3	spBM	sp	HSPC_C1	HSC/MPP1
HSC_spBM3_L2_bar17	HSC	86559	3075	spBM3	spBM	sp	HSPC_C1	HSC/MPP1
HSC_spBM3_L2_bar18	HSC	51814	3017	spBM3	spBM	sp	HSPC_C1	HSC/MPP1
HSC_spBM3_L2_bar19	HSC	86353	3002	spBM3	spBM	sp	HSPC_C1	HSC/MPP1
HSC_spBM3_L2_bar20	HSC	19909	2095	spBM3	spBM	sp	HSPC_C2	HSC/MPP2
HSC_spBM3_L2_bar21	HSC	23385	2317	spBM3	spBM	sp	HSPC_C1	HSC/MPP1
HSC_spBM3_L2_bar22	HSC	85863	3176	spBM3	spBM	sp	HSPC_C1	HSC/MPP1
HSC_spBM3_L2_bar24	HSC	63124	2618	spBM3	spBM	sp	HSPC_C1	HSC/MPP1
HSC_spBM3_L2_bar25	HSC	98709	2643	spBM3	spBM	sp	HSPC_C1	HSC/MPP1
HSC_spBM3_L2_bar26	HSC	96276	2909	spBM3	spBM	sp	HSPC_C1	HSC/MPP1
HSC_spBM3_L2_bar27	HSC	45311	2692	spBM3	spBM	sp	HSPC_C2	HSC/MPP2
HSC_spBM3_L2_bar28	HSC	32265	2865	spBM3	spBM	sp	HSPC_C1	HSC/MPP1
HSC_spBM3_L2_bar29	HSC	69503	2992	spBM3	spBM	sp	HSPC_C2	HSC/MPP2
HSC_spBM3_L2_bar30	HSC	73438	3032	spBM3	spBM	sp	HSPC_C1	HSC/MPP1
HSC_spBM3_L2_bar31	HSC	15649	2179	spBM3	spBM	sp	HSPC_C1	HSC/MPP1
HSC_spBM3_L2_bar32	HSC	60524	2873	spBM3	spBM	sp	HSPC_C1	HSC/MPP1
HSC_spBM3_L2_bar33	HSC	86178	2819	spBM3	spBM	sp	HSPC_C1	HSC/MPP1
HSC_spBM3_L3_bar35	HSC	29587	2517	spBM3	spBM	sp	HSPC_C1	HSC/MPP1
HSC_spBM3_L3_bar36	HSC	36413	2700	spBM3	spBM	sp	HSPC_C1	HSC/MPP1
HSC_spBM3_L3_bar37	HSC	52903	2709	spBM3	spBM	sp	HSPC_C1	HSC/MPP1
HSC_spBM3_L3_bar38	HSC	66209	2439	spBM3	spBM	sp	HSPC_C2	HSC/MPP2
HSC_spBM3_L3_bar39	HSC	16119	2795	spBM3	spBM	sp	HSPC_C12	Neu
HSC_spBM3_L3_bar40	HSC	64208	2595	spBM3	spBM	sp	HSPC_C1	HSC/MPP1
HSC_spBM3_L3_bar42	HSC	149125	3706	spBM3	spBM	sp	HSPC_C1	HSC/MPP1
HSC_spBM3_L4_bar43	HSC	37417	3746	spBM3	spBM	sp	HSPC_C1	HSC/MPP1
HSC_spBM3_L4_bar44	HSC	39384	2674	spBM3	spBM	sp	HSPC_C2	HSC/MPP2
HSC_spBM3_L4_bar45	HSC	77048	5976	spBM3	spBM	sp	HSPC_C12	Neu
HSC_spBM3_L4_bar47	HSC	118970	4885	spBM3	spBM	sp	HSPC_C1	HSC/MPP1
HSC_spBM3_L4_bar48	HSC	112523	4967	spBM3	spBM	sp	HSPC_C1	HSC/MPP1
HSC_spBM3_L4_bar49	HSC	141631	4627	spBM3	spBM	sp	HSPC_C1	HSC/MPP1
HSC_spBM3_L4_bar50	HSC	142067	4254	spBM3	spBM	sp	HSPC_C2	HSC/MPP2
HSC_spBM3_L5_bar51	HSC	98762	3647	spBM3	spBM	sp	HSPC_C2	HSC/MPP2
HSC_spBM3_L5_bar52	HSC	94268	3968	spBM3	spBM	sp	HSPC_C1	HSC/MPP1
HSC_spBM3_L5_bar53	HSC	43361	2906	spBM3	spBM	sp	HSPC_C1	HSC/MPP1
HSC_spBM3_L5_bar54	HSC	163764	5273	spBM3	spBM	sp	HSPC_C1	HSC/MPP1
HSC_spBM3_L5_bar55	HSC	48703	4051	spBM3	spBM	sp	HSPC_C1	HSC/MPP1
HSC_spBM3_L5_bar56	HSC	45210	3572	spBM3	spBM	sp	HSPC_C1	HSC/MPP1
HSC_spBM3_L5_bar57	HSC	48895	4988	spBM3	spBM	sp	HSPC_C12	Neu
HSC_spBM3_L5_bar58	HSC	50720	3766	spBM3	spBM	sp	HSPC_C2	HSC/MPP2
HSC_spBM3_L6_bar59	HSC	19793	2464	spBM3	spBM	sp	HSPC_C2	HSC/MPP2
HSC_spBM3_L6_bar60	HSC	91602	4253	spBM3	spBM	sp	HSPC_C1	HSC/MPP1
HSC_spBM3_L6_bar61	HSC	80022	3675	spBM3	spBM	sp	HSPC_C1	HSC/MPP1
HSC_spBM3_L6_bar62	HSC	129803	4388	spBM3	spBM	sp	HSPC_C4	MEP2
HSC_spBM3_L6_bar63	HSC	113561	4956	spBM3	spBM	sp	HSPC_C2	HSC/MPP2
HSC_spBM3_L6_bar64	HSC	45718	2882	spBM3	spBM	sp	HSPC_C1	HSC/MPP1
HSC_spBM3_L6_bar65	HSC	144860	4462	spBM3	spBM	sp	HSPC_C2	HSC/MPP2
HSC_spBM3_L6_bar66	HSC	118879	3020	spBM3	spBM	sp	HSPC_C1	HSC/MPP1
HSC_spBM3_L7_bar67	HSC	106510	4055	spBM3	spBM	sp	HSPC_C1	HSC/MPP1
HSC_spBM3_L7_bar68	HSC	155468	4402	spBM3	spBM	sp	HSPC_C2	HSC/MPP2
HSC_spBM3_L7_bar69	HSC	53520	3790	spBM3	spBM	sp	HSPC_C1	HSC/MPP1
HSC_spBM3_L7_bar70	HSC	65102	3222	spBM3	spBM	sp	HSPC_C1	HSC/MPP1
HSC_spBM3_L7_bar71	HSC	107690	3613	spBM3	spBM	sp	HSPC_C1	HSC/MPP1
HSC_spBM3_L7_bar72	HSC	110371	3704	spBM3	spBM	sp	HSPC_C5	LMPP
HSC_spBM3_L7_bar73	HSC	12821	2234	spBM3	spBM	sp	HSPC_C1	HSC/MPP1
HSC_spBM3_L7_bar74	HSC	104203	2721	spBM3	spBM	sp	HSPC_C1	HSC/MPP1
HSC_spBM3_L7_bar75	HSC	67761	3641	spBM3	spBM	sp	HSPC_C2	HSC/MPP2
HSC_spBM3_L7_bar77	HSC	177923	3726	spBM3	spBM	sp	HSPC_C1	HSC/MPP1
HSC_spBM3_L7_bar78	HSC	69135	3213	spBM3	spBM	sp	HSPC_C1	HSC/MPP1
HSC_spBM3_L7_bar79	HSC	112084	3406	spBM3	spBM	sp	HSPC_C1	HSC/MPP1
HSC_spBM3_L7_bar80	HSC	263442	4757	spBM3	spBM	sp	HSPC_C9	G2M
HSC_spBM3_L7_bar81	HSC	99619	3803	spBM3	spBM	sp	HSPC_C1	HSC/MPP1
HSC_spBM3_L7_bar82	HSC	38956	3047	spBM3	spBM	sp	HSPC_C1	HSC/MPP1
HSC_spBM3_L8_bar83	HSC	100109	4173	spBM3	spBM	sp	HSPC_C9	G2M
HSC_spBM3_L8_bar84	HSC	124707	4550	spBM3	spBM	sp	HSPC_C1	HSC/MPP1
HSC_spBM3_L8_bar85	HSC	19267	1628	spBM3	spBM	sp	HSPC_C1	HSC/MPP1
HSC_spBM3_L8_bar86	HSC	218109	3677	spBM3	spBM	sp	HSPC_C2	HSC/MPP2
HSC_spBM3_L8_bar87	HSC	54734	3117	spBM3	spBM	sp	HSPC_C1	HSC/MPP1
HSC_spBM3_L8_bar88	HSC	33557	2583	spBM3	spBM	sp	HSPC_C1	HSC/MPP1
HSC_spBM3_L8_bar89	HSC	150305	3170	spBM3	spBM	sp	HSPC_C2	HSC/MPP2
HSC_spBM3_L8_bar90	HSC	55595	3138	spBM3	spBM	sp	HSPC_C1	HSC/MPP1
HSC_spBM3_L8_bar91	HSC	41333	2856	spBM3	spBM	sp	HSPC_C1	HSC/MPP1
HSC_spBM3_L8_bar92	HSC	116091	3766	spBM3	spBM	sp	HSPC_C1	HSC/MPP1
HSC_spBM3_L8_bar93	HSC	40929	2999	spBM3	spBM	sp	HSPC_C1	HSC/MPP1
HSC_spBM3_L8_bar94	HSC	108664	3623	spBM3	spBM	sp	HSPC_C1	HSC/MPP1
immB_bBM1_L10_bar67	immB	26975	2233	bBM1	bBM	b	B_C3	Pre-B/Regulatory B
immB_bBM1_L10_bar68	immB	43448	2744	bBM1	bBM	b	B_C4	Immature B
immB_bBM1_L10_bar69	immB	10696	2278	bBM1	bBM	b	B_C4	Immature B
immB_bBM1_L10_bar70	immB	37528	2523	bBM1	bBM	b	B_C4	Immature B
immB_bBM1_L10_bar71	immB	30577	2120	bBM1	bBM	b	B_C4	Immature B
immB_bBM1_L10_bar72	immB	23075	2283	bBM1	bBM	b	B_C4	Immature B
immB_bBM1_L10_bar73	immB	2313	1121	bBM1	bBM	b	B_C4	Immature B
immB_bBM1_L10_bar74	immB	50006	2431	bBM1	bBM	b	B_C4	Immature B
immB_bBM1_L10_bar75	immB	18764	2351	bBM1	bBM	b	B_C3	Pre-B/Regulatory B
immB_bBM1_L10_bar77	immB	25991	2250	bBM1	bBM	b	B_C4	Immature B
immB_bBM1_L10_bar78	immB	11696	2085	bBM1	bBM	b	B_C4	Immature B
immB_bBM1_L10_bar79	immB	52473	2722	bBM1	bBM	b	B_C5	Naive B
immB_bBM1_L10_bar80	immB	46240	2564	bBM1	bBM	b	B_C3	Pre-B/Regulatory B
immB_bBM1_L10_bar81	immB	15010	2578	bBM1	bBM	b	B_C4	Immature B
immB_bBM1_L10_bar82	immB	6720	1466	bBM1	bBM	b	B_C3	Pre-B/Regulatory B
immB_bBM2_L10_bar17	immB	14835	2556	bBM2	bBM	b	B_C4	Immature B
immB_bBM2_L10_bar18	immB	11969	2247	bBM2	bBM	b	B_C4	Immature B
immB_bBM2_L10_bar19	immB	18400	2077	bBM2	bBM	b	B_C3	Pre-B/Regulatory B
immB_bBM2_L10_bar20	immB	4916	1441	bBM2	bBM	b	B_C3	Pre-B/Regulatory B
immB_bBM2_L10_bar21	immB	6358	1536	bBM2	bBM	b	B_C3	Pre-B/Regulatory B
immB_bBM2_L10_bar22	immB	4558	1368	bBM2	bBM	b	B_C4	Immature B
immB_bBM2_L10_bar24	immB	12069	1975	bBM2	bBM	b	B_C3	Pre-B/Regulatory B
immB_bBM2_L10_bar25	immB	17072	1809	bBM2	bBM	b	B_C4	Immature B
immB_bBM2_L10_bar26	immB	12832	3490	bBM2	bBM	b	B_C4	Immature B
immB_bBM2_L10_bar27	immB	10757	2085	bBM2	bBM	b	B_C5	Naive B
immB_bBM2_L10_bar28	immB	5964	1643	bBM2	bBM	b	B_C4	Immature B
immB_bBM2_L10_bar29	immB	21999	2454	bBM2	bBM	b	B_C4	Immature B
immB_bBM2_L10_bar30	immB	15576	2096	bBM2	bBM	b	B_C3	Pre-B/Regulatory B
immB_bBM2_L10_bar31	immB	2054	1016	bBM2	bBM	b	B_C4	Immature B
immB_bBM2_L10_bar32	immB	8303	1823	bBM2	bBM	b	B_C4	Immature B
immB_bBM2_L10_bar33	immB	7893	1499	bBM2	bBM	b	B_C3	Pre-B/Regulatory B
immB_bBM1_L11_bar83	immB	14095	1731	bBM1	bBM	b	B_C3	Pre-B/Regulatory B
immB_bBM1_L11_bar84	immB	12913	1835	bBM1	bBM	b	B_C4	Immature B
immB_bBM1_L11_bar85	immB	2364	1052	bBM1	bBM	b	B_C4	Immature B
immB_bBM1_L11_bar86	immB	61924	2424	bBM1	bBM	b	B_C4	Immature B
immB_bBM1_L11_bar87	immB	32238	2986	bBM1	bBM	b	B_C4	Immature B
immB_bBM1_L11_bar88	immB	6066	1559	bBM1	bBM	b	B_C4	Immature B
immB_bBM1_L11_bar89	immB	45218	2329	bBM1	bBM	b	B_C4	Immature B
immB_bBM1_L11_bar90	immB	15114	2502	bBM1	bBM	b	B_C2	Cycling Pre-B
immB_bBM1_L11_bar91	immB	19807	1575	bBM1	bBM	b	B_C4	Immature B
immB_bBM1_L11_bar92	immB	21260	1554	bBM1	bBM	b	B_C4	Immature B
immB_bBM1_L11_bar93	immB	13053	1967	bBM1	bBM	b	B_C3	Pre-B/Regulatory B
immB_bBM1_L11_bar94	immB	40549	2438	bBM1	bBM	b	B_C4	Immature B
immB_bBM2_L11_bar35	immB	5619	1639	bBM2	bBM	b	B_C4	Immature B
immB_bBM2_L11_bar36	immB	6695	1664	bBM2	bBM	b	B_C3	Pre-B/Regulatory B
immB_bBM2_L11_bar37	immB	7835	1680	bBM2	bBM	b	B_C4	Immature B
immB_bBM2_L11_bar38	immB	5157	1244	bBM2	bBM	b	B_C1	Pro-B
immB_bBM2_L11_bar39	immB	4909	1500	bBM2	bBM	b	B_C4	Immature B
immB_bBM2_L11_bar40	immB	14987	2455	bBM2	bBM	b	B_C4	Immature B
immB_bBM2_L11_bar42	immB	19014	2187	bBM2	bBM	b	B_C4	Immature B
immB_bBM2_L11_bar43	immB	7304	2148	bBM2	bBM	b	B_C4	Immature B
immB_bBM2_L11_bar45	immB	8209	2115	bBM2	bBM	b	B_C2	Cycling Pre-B
